10000 99956
1214 3172 26
1214 3745 19
1215 8701 12
1215 1415 28
1215 332 29
1215 3915 16
1215 7995 26
1215 465 19
1215 6639 18
1215 4502 24
1215 2552 12
1215 4197 17
1215 4252 29
1215 4929 15
1215 5730 23
1216 8248 20
1216 7687 16
1216 7860 24
1216 3274 29
1216 4147 18
1216 737 25
1216 8894 16
1216 8769 28
1216 8288 24
1216 7152 21
1216 9561 12
1217 4098 29
1217 7884 12
1217 9078 11
1217 6709 13
1217 9183 11
1217 1318 29
1217 8603 22
1217 9831 27
1217 6654 17
1217 1241 28
1217 1493 17
1218 943 16
1218 1562 28
1218 5408 20
1218 6327 11
1219 2016 17
1219 2538 22
1219 1313 21
1219 8683 15
1219 4880 23
1219 3817 15
1219 2394 16
1219 3163 23
1219 2321 21
1219 6676 21
1219 5347 29
1219 2451 29
1219 5224 15
1219 6783 21
1220 2225 28
1220 8616 28
1220 7048 27
1220 1287 24
1220 1566 29
1220 145 21
1220 2852 12
1221 8687 19
1221 2366 17
1221 9562 29
1221 7503 15
1221 2280 21
1221 5501 21
1221 8533 15
1221 261 12
1221 417 27
1221 3635 23
1221 9206 27
1221 9439 26
1221 4049 27
1222 9383 19
1222 9176 19
1222 6022 13
1222 7984 19
1222 5887 29
1222 258 29
1222 1356 23
1222 6961 23
1223 8734 22
1223 5624 29
1223 6353 19
1223 1400 26
1223 8453 16
1224 9582 21
1224 1642 26
1224 8819 28
1224 6681 14
1224 3649 11
1224 4209 14
1225 6614 23
1225 1452 20
1225 3395 18
1225 9851 21
1225 9983 22
1225 7246 12
1225 9225 25
1225 992 20
1225 6666 28
1225 8303 16
1226 6788 13
1226 6532 12
1226 8606 11
1226 432 15
1226 5701 17
1226 3966 16
1226 6310 13
1227 3214 28
1227 3982 15
1227 6047 23
1227 5565 23
1227 498 26
1227 9137 29
1228 1140 14
1228 2699 29
1228 1708 11
1228 6158 29
1228 3430 25
1228 9986 29
1228 408 21
1228 2117 24
1229 2441 14
1229 1689 24
1229 4909 20
1229 4414 22
1229 8023 20
1229 9150 13
1229 9051 12
1230 2357 29
1230 1091 22
1230 6328 21
1230 6164 18
1230 2560 11
1231 7580 25
1231 6889 17
1231 5504 11
1231 7861 19
1231 7550 11
1231 3676 19
1231 9052 12
1231 3797 11
1231 7794 23
1231 866 19
1231 7453 28
1231 4439 16
1231 5694 11
1231 6831 23
1231 9203 14
1231 7198 20
1231 1996 18
1231 8462 23
1231 8624 11
1232 4037 29
1232 864 15
1232 9762 25
1232 5752 27
1232 8559 14
1232 2922 15
1233 6218 11
1233 7745 26
1233 9087 23
1233 554 17
1233 633 18
1233 5685 29
1233 6324 25
1233 8693 29
1233 459 25
1234 3127 11
1234 50 17
1234 2393 29
1234 5250 21
1234 7671 17
1234 6537 25
1234 789 17
1234 1023 28
1234 361 15
1234 5113 15
1234 352 11
1234 5752 20
1234 1415 26
1235 994 12
1235 611 18
1235 1776 28
1235 8503 27
1235 5178 12
1235 65 17
1235 850 17
1236 7454 29
1236 2516 17
1236 2747 29
1236 2 26
1236 178 22
1236 4668 22
1236 1380 11
1236 8870 12
1236 4772 17
1236 1699 22
1237 1958 15
1237 3351 14
1237 7085 24
1237 6413 18
1237 9837 23
1237 8483 25
1237 8187 11
1237 128 29
1237 4125 18
1237 1880 25
1237 9238 26
1237 2725 29
1237 9356 20
1237 6819 13
1238 6285 22
1238 2324 26
1238 8801 24
1238 8700 22
1238 3529 14
1239 878 18
1239 3169 23
1239 8486 23
1239 6135 16
1239 1902 19
1239 9398 20
1239 6197 12
1239 1436 27
1239 7904 13
1239 5665 17
1239 1799 19
1240 9863 15
1240 2025 21
1240 1872 18
1240 8436 15
1240 5088 11
1240 5137 29
1240 6186 26
1240 9087 16
1240 7434 27
1240 1836 17
1240 1861 16
1240 4459 22
1241 9128 16
1241 6352 18
1241 1996 23
1241 1512 18
1241 5824 17
1241 5034 15
1241 7725 23
1241 6651 19
1241 6861 21
1242 3203 27
1242 8923 18
1242 3836 17
1242 8938 15
1242 8126 24
1242 4681 17
1242 6700 20
1242 1861 24
1242 5243 11
1243 2846 14
1243 2142 16
1243 7288 22
1243 5444 26
1243 3974 13
1243 8720 13
1243 6290 20
1243 6321 16
1243 6182 22
1243 9649 11
1243 1624 26
1244 9549 26
1244 8021 20
1244 5260 17
1244 4304 22
1244 8654 27
1244 5284 19
1245 2119 19
1245 689 17
1245 9876 15
1245 5822 19
1245 2086 25
1245 9702 29
1245 2386 14
1245 1868 11
1245 6438 13
1245 8028 25
1246 1304 15
1246 6456 12
1246 8081 12
1246 1294 20
1246 2129 26
1246 4937 14
1246 9219 29
1246 9787 15
1247 9958 19
1247 7929 29
1247 1954 20
1247 5326 12
1248 5469 29
1248 7837 20
1248 7912 18
1248 5157 20
1248 5540 29
1248 2116 24
1248 1321 12
1248 657 26
1248 5414 19
1248 4278 18
1248 4023 15
1249 2887 15
1249 8827 23
1249 9686 23
1249 6400 23
1249 4662 22
1249 1782 19
1249 5389 17
1249 8031 21
1249 4567 25
1249 8556 27
1250 7689 28
1250 3931 14
1250 1894 27
1250 1034 15
1250 113 18
1251 9751 16
1251 4015 21
1251 6458 27
1251 2048 23
1251 6671 15
1251 8126 28
1251 4947 24
1251 5934 11
1251 4320 28
1252 8538 24
1252 8800 21
1252 683 22
1252 8632 27
1252 3663 25
1252 9994 24
1252 6023 22
1252 8668 12
1252 978 20
1252 8489 25
1252 4796 19
1252 3500 22
1252 9024 20
1253 1279 28
1253 1968 19
1253 9873 22
1253 6939 23
1253 1698 20
1253 6125 18
1253 945 24
1253 9395 21
1253 6528 19
1253 144 22
1253 2464 14
1254 5669 23
1254 2665 13
1254 9982 14
1254 3347 11
1254 9533 22
1254 1304 16
1254 4416 24
1254 6043 19
1254 2970 23
1254 2055 20
1254 8800 15
1254 8027 29
1254 6447 11
1255 1833 28
1255 5597 13
1255 7246 27
1255 3488 22
1255 5101 15
1255 2139 29
1255 9597 26
1256 3180 11
1256 5470 13
1256 2612 25
1256 8014 28
1256 5147 22
1256 9637 28
1256 6323 27
1256 4193 24
1256 7044 28
1256 5047 17
1257 4759 19
1257 3049 12
1257 3909 27
1257 6966 28
1257 1314 17
1257 2492 14
1258 5725 12
1258 3774 15
1258 7956 22
1258 1568 14
1258 5069 11
1258 6249 12
1258 8830 25
1258 6804 18
1258 1070 11
1259 3614 27
1259 1740 19
1259 8116 12
1259 5320 18
1260 2692 27
1260 7659 14
1260 2431 16
1260 5228 19
1260 891 26
1260 9605 26
1260 9898 13
1260 5133 13
1260 6574 25
1260 2572 24
1261 6845 27
1261 5517 18
1261 966 20
1261 7799 23
1261 474 21
1261 5296 13
1261 4367 18
1262 2515 15
1262 3425 12
1262 3096 15
1262 1578 24
1262 425 25
1262 5200 24
1262 127 23
1262 2327 19
1262 8124 18
1262 3793 29
1262 3297 23
1262 1374 11
1262 4414 12
1263 549 16
1263 7410 27
1263 1926 17
1263 3006 28
1263 89 28
1263 7806 13
1263 7170 27
1263 9792 23
1263 2002 21
1264 7978 29
1264 5964 25
1264 1216 26
1264 2195 16
1264 4116 12
1264 9969 29
1264 9411 20
1264 6850 20
1264 2206 26
1265 9730 26
1265 5758 23
1265 1692 27
1265 8892 18
1265 9452 20
1265 7487 21
1265 860 14
1265 8543 21
1265 8065 26
1265 7427 25
1265 8658 14
1266 3223 25
1266 5509 21
1266 7219 23
1266 103 26
1266 3935 21
1266 1354 22
1266 4557 29
1266 1881 27
1266 8064 12
1266 8368 19
1266 3428 15
1267 7620 24
1267 9478 19
1267 6631 19
1267 1650 29
1267 1376 16
1267 4588 20
1267 727 16
1267 4320 12
1267 6882 14
1267 8316 14
1267 30 23
1267 4371 12
1267 6188 11
1267 9335 20
1267 7218 17
1267 213 15
1267 9352 15
1268 259 17
1268 6348 12
1268 8636 11
1268 2283 23
1268 4921 21
1268 4867 19
1269 2060 26
1269 6901 20
1269 8871 27
1269 348 16
1269 2518 17
1269 7538 16
1269 4114 19
1269 7427 22
1269 835 25
1269 1656 22
1269 3743 19
1269 9350 26
1269 108 21
1269 2626 17
1270 7565 21
1270 9604 24
1270 3209 12
1270 3010 20
1270 6874 13
1270 9823 12
1270 1950 17
1270 9881 20
1270 8730 29
1271 5095 18
1271 2062 11
1271 3088 12
1271 2536 20
1271 1164 24
1271 2483 15
1271 3580 23
1271 5269 18
1271 7579 25
1271 7486 29
1271 1361 21
1272 198 27
1272 9676 20
1272 3100 21
1272 7592 21
1272 6757 16
1272 5119 26
1272 8452 12
1272 1246 24
1272 5191 29
1272 175 22
1273 6807 25
1273 4511 29
1273 2012 18
1273 7530 15
1273 5292 14
1273 2277 16
1274 4758 21
1274 3769 12
1274 6950 27
1274 5954 23
1274 1940 13
1274 6074 16
1274 6255 28
1274 4435 17
1274 4320 21
1275 6004 16
1275 8005 28
1275 5281 17
1275 3511 24
1275 7313 16
1275 5985 17
1275 2701 22
1275 3233 23
1275 6516 22
1276 5240 26
1276 8961 27
1276 2762 23
1276 1763 28
1276 3539 19
1276 8751 11
1276 9062 17
1276 35 14
1276 3376 23
1277 5880 19
1277 6844 27
1277 636 23
1277 3427 17
1277 9399 13
1277 7512 27
1277 9194 12
1277 4415 22
1277 2771 13
1277 4983 23
1277 7169 18
1277 1676 25
1277 4724 29
1278 4656 28
1278 8835 16
1278 4980 17
1278 5428 26
1278 2557 16
1278 9944 22
1278 5310 12
1278 2002 28
1279 2878 26
1279 5298 27
1279 3061 25
1279 8384 21
1279 6463 13
1279 9756 15
1280 4479 22
1280 9499 28
1280 2916 26
1280 2956 16
1280 2391 27
1280 2909 27
1281 8736 22
1281 8825 12
1281 6490 23
1281 705 28
1281 2551 17
1281 2934 13
1281 3314 23
1281 3941 26
1281 4089 16
1281 8034 19
1281 1298 14
1281 7852 14
1281 3112 15
1282 8294 13
1282 1270 29
1282 1111 20
1282 2292 18
1282 9951 23
1282 7137 25
1282 2656 16
1282 3230 15
1283 6678 24
1283 8148 21
1283 3903 12
1283 772 22
1283 7264 22
1284 1685 25
1284 9491 13
1284 8615 27
1284 7743 15
1284 7318 24
1284 9269 23
1284 1730 13
1284 7996 23
1284 4537 19
1284 2239 15
1284 3359 13
1284 1537 28
1284 6093 26
1285 1455 21
1285 5416 23
1285 9173 25
1285 5613 23
1285 3093 23
1285 7998 29
1285 4151 26
1285 4551 28
1285 4255 24
1285 4228 28
1285 9421 29
1285 9179 11
1286 5982 19
1286 6433 26
1286 3530 11
1286 7304 16
1286 2918 20
1286 6534 23
1286 6568 23
1286 1718 26
1287 7608 16
1287 9077 17
1287 9053 20
1287 78 20
1287 9337 19
1287 66 26
1287 9106 25
1287 9065 15
1287 235 12
1287 620 15
1287 8658 13
1287 851 23
1287 6204 26
1288 3855 28
1288 8289 17
1288 5558 25
1288 8873 13
1288 1712 28
1288 9117 19
1288 1271 27
1288 1080 11
1288 9970 29
1288 9975 12
1288 4481 18
1288 6027 17
1288 1102 12
1288 4926 17
1289 3892 18
1289 166 21
1289 3510 14
1289 3034 13
1289 671 12
1289 3704 22
1289 5878 13
1289 3865 20
1289 96 15
1289 9733 24
1289 9533 17
1289 8845 29
1289 9666 13
1289 4032 14
1289 5645 14
1289 894 26
1290 1617 26
1290 1170 13
1290 8549 29
1290 7569 12
1290 8906 18
1290 4050 12
1290 1982 28
1290 381 24
1290 5246 25
1291 7655 12
1291 4790 26
1291 8410 15
1291 6999 24
1291 1674 22
1291 631 13
1292 4842 21
1292 4598 23
1292 453 29
1292 5060 21
1292 5205 11
1292 8576 24
1292 5315 21
1293 1693 19
1293 5804 20
1293 6026 11
1293 7594 24
1293 3355 18
1293 8798 14
1293 3824 20
1294 3195 18
1294 8591 27
1294 3049 23
1294 5359 24
1294 9436 15
1294 5319 29
1294 3078 26
1294 3834 24
1294 6984 28
1294 2371 20
1295 4869 12
1295 4056 24
1295 2580 24
1295 6275 18
1295 9482 14
1295 9758 14
1295 2113 20
1295 1508 14
1295 7863 24
1295 9614 28
1295 1651 14
1295 5433 22
1295 1417 19
1295 5427 11
1296 2334 25
1296 9739 22
1296 4386 20
1296 4239 14
1296 4358 28
1296 7415 17
1296 7209 16
1296 4545 13
1296 4559 28
1296 8033 13
1297 796 22
1297 1533 12
1297 2571 11
1297 78 17
1298 2343 18
1298 5562 14
1298 5719 15
1298 8562 26
1298 1730 27
1298 3415 23
1298 7992 21
1298 9112 29
1298 4590 29
1299 3540 26
1299 4538 22
1299 5837 19
1299 4825 23
1299 403 23
1299 4155 20
1300 7171 22
1300 5335 14
1300 8632 24
1300 1573 27
1300 5762 22
1300 5191 13
1300 8543 16
1301 1719 19
1301 5044 16
1301 2948 19
1301 7122 18
1301 8627 27
1301 7513 28
1301 4606 13
1301 7340 15
1301 5133 19
1301 2956 17
1301 9285 15
1302 6299 21
1302 5684 25
1302 618 24
1302 3765 21
1302 8466 28
1302 5236 18
1303 7068 17
1303 6721 21
1303 6472 11
1303 7583 19
1303 5274 21
1303 4741 22
1303 3777 23
1303 526 22
1303 6367 15
1304 8451 23
1304 8291 28
1304 7196 18
1304 5609 23
1304 3514 23
1304 5503 19
1304 8200 20
1304 3474 18
1305 4764 16
1305 5792 12
1305 4912 21
1305 1617 27
1305 8616 20
1305 94 15
1305 5706 11
1305 6123 23
1305 5537 23
1305 4228 18
1305 7924 15
1305 5622 12
1305 5614 29
1305 4293 21
1305 3559 20
1305 2893 24
1305 6029 15
1306 487 12
1306 7407 25
1306 201 20
1306 6912 24
1306 5106 28
1306 8542 21
1307 6052 13
1307 6879 22
1307 2436 16
1307 608 17
1307 3854 18
1307 8008 27
1307 2986 27
1307 3352 12
1307 6169 14
1307 8667 26
1307 782 28
1307 9160 18
1307 1882 17
1307 9437 17
1307 5951 29
1307 3223 27
1308 848 22
1308 4397 24
1308 9796 14
1308 40 11
1308 8092 23
1308 3188 22
1309 2807 21
1309 7917 16
1309 1225 24
1309 4261 11
1309 879 21
1309 4002 17
1310 7649 28
1310 9814 11
1310 9468 13
1310 2642 24
1310 4051 20
1310 1332 18
1310 7148 21
1310 1568 15
1310 9963 16
1311 9677 11
1311 9805 12
1311 4742 19
1311 2074 14
1311 3250 24
1311 3354 26
1311 952 11
1311 9568 26
1311 6287 25
1311 8567 29
1311 3487 15
1311 4382 23
1311 4099 24
1311 6466 18
1311 907 26
1311 2526 14
1311 6241 20
1311 8261 29
1311 5511 22
1311 7284 27
1312 7801 18
1312 2057 13
1312 4428 22
1312 762 29
1312 8964 13
1312 4514 11
1312 2950 22
1312 7653 11
1312 6301 23
1312 1079 25
1313 5717 22
1313 8125 27
1313 9546 19
1313 9193 19
1313 9263 16
1313 9988 20
1313 8841 17
1313 307 12
1313 4850 28
1313 313 15
1314 9334 16
1314 5469 22
1314 4837 23
1314 928 18
1314 3853 29
1314 6763 11
1314 3602 28
1314 6517 13
1314 1615 18
1314 8156 23
1314 1077 28
1315 6354 11
1315 4692 12
1315 1248 21
1315 4121 13
1315 1452 13
1315 1112 18
1316 4586 22
1316 3396 29
1316 8270 27
1316 7993 21
1316 3901 16
1316 2151 20
1316 8309 11
1316 6355 22
1317 4701 14
1317 2172 27
1317 5942 11
1317 4654 25
1317 466 29
1317 8036 28
1318 4987 11
1318 3714 19
1318 1702 16
1318 1628 26
1318 1397 22
1318 5913 25
1318 6012 14
1318 9764 18
1318 6228 13
1318 5689 29
1318 4458 23
1318 2356 27
1318 4956 15
1318 5841 18
1318 9144 15
1319 7852 18
1319 8746 16
1319 1360 23
1319 7663 20
1319 218 25
1319 7959 27
1319 2320 29
1319 9601 14
1319 4445 13
1319 6411 14
1319 3842 12
1320 4965 16
1320 8567 21
1320 4765 22
1320 5716 24
1320 5552 16
1320 8816 28
1320 3450 23
1320 8225 25
1321 6631 18
1321 8519 26
1321 8572 14
1321 8328 24
1321 142 18
1321 8132 18
1321 2837 19
1321 9238 20
1321 9397 28
1321 3223 11
1321 8790 28
1322 8777 23
1322 4029 29
1322 4432 28
1322 2201 13
1322 9922 17
1322 7497 29
1322 9103 22
1322 4022 20
1322 5833 21
1323 185 11
1323 8080 28
1323 3408 23
1323 8713 13
1323 8245 23
1323 9402 26
1323 8776 12
1323 9077 21
1323 9029 12
1323 2887 17
1323 6449 16
1323 8351 20
1323 4439 12
1324 4414 11
1324 8254 24
1324 1376 28
1324 3509 13
1324 4682 20
1324 4265 24
1325 8825 13
1325 4859 11
1325 3395 18
1325 5138 26
1325 6024 18
1325 8980 22
1325 9570 11
1325 7210 25
1325 8829 25
1325 5858 21
1325 8110 12
1325 2221 14
1325 8809 23
1326 9841 11
1326 8827 12
1326 9839 27
1326 2507 28
1326 7124 29
1326 3953 11
1326 4596 22
1326 1829 19
1326 5053 25
1327 3301 18
1327 548 21
1327 318 24
1327 9257 24
1327 6240 25
1328 5443 11
1328 6604 28
1328 1032 15
1328 1242 12
1328 6393 19
1328 3315 27
1328 3199 19
1328 4104 14
1328 8311 11
1328 7992 25
1328 1035 18
1329 8427 17
1329 6670 15
1329 3084 26
1329 8564 14
1329 9647 14
1329 8647 22
1329 9184 27
1330 9245 22
1330 1885 18
1330 6499 23
1330 4851 19
1330 6108 18
1330 6987 23
1330 3108 25
1330 7439 28
1330 5521 28
1330 6656 13
1330 6344 20
1330 7991 11
1330 4122 24
1331 7715 22
1331 5961 15
1331 7003 12
1331 2954 25
1331 3114 26
1331 5750 18
1331 6926 28
1331 7744 12
1331 553 15
1331 2466 28
1332 6391 23
1332 4822 23
1332 4832 12
1332 9309 19
1332 4527 25
1332 1409 26
1332 6883 24
1333 3975 18
1333 8777 16
1333 7605 13
1333 6045 22
1333 6757 12
1333 8638 28
1333 1481 17
1333 2142 13
1333 1454 25
1333 101 29
1333 9758 15
1334 2708 23
1334 1939 29
1334 5076 16
1334 7049 21
1334 3895 20
1335 9347 29
1335 9794 21
1335 2503 21
1335 2610 12
1335 4300 25
1335 9227 23
1335 6423 15
1335 2268 29
1335 8148 18
1335 5717 24
1336 6445 23
1336 9455 22
1336 6054 12
1336 1285 23
1336 8607 16
1336 3901 20
1336 7451 24
1336 7573 28
1336 8904 25
1336 3602 21
1336 3528 19
1336 9104 23
1336 6919 29
1337 3835 12
1337 1351 24
1337 5822 25
1337 2085 21
1337 2895 21
1337 2841 19
1337 1259 25
1337 2283 14
1337 5057 25
1337 7499 27
1337 4221 14
1338 4296 25
1338 7798 17
1338 2361 18
1338 3893 27
1338 5333 27
1338 6292 18
1338 8554 14
1338 5042 13
1338 5932 29
1338 9114 11
1338 9586 15
1339 9818 27
1339 6677 19
1339 5729 26
1339 8458 28
1339 5289 20
1339 6201 15
1339 2854 12
1339 2859 19
1339 2375 28
1339 9949 28
1340 9989 19
1340 4216 19
1340 7897 21
1340 6757 19
1340 6725 13
1340 1376 13
1340 7944 15
1340 5759 15
1340 1988 25
1340 4026 25
1340 1592 19
1341 9596 25
1341 751 11
1341 7039 14
1341 899 24
1341 4442 27
1341 154 17
1341 2836 14
1341 8095 27
1341 5279 23
1341 1001 25
1341 3804 11
1342 1105 20
1342 9675 29
1342 955 17
1342 6408 26
1342 5590 15
1342 6305 11
1342 9996 15
1342 8944 15
1342 6435 12
1342 5379 13
1342 6891 15
1342 3874 27
1343 5272 27
1343 4213 12
1343 2338 27
1343 6589 26
1343 2102 20
1343 7224 21
1343 5882 23
1343 8325 28
1343 7424 23
1343 7888 19
1343 9353 21
1344 8304 27
1344 636 20
1344 4502 23
1344 4715 16
1344 8096 28
1344 6513 23
1344 4037 25
1344 6346 26
1344 5591 24
1344 7613 19
1344 8333 16
1345 5329 17
1345 471 26
1345 7925 13
1345 3516 12
1345 1573 20
1345 8 22
1345 31 17
1345 5127 29
1345 7648 26
1345 2158 18
1346 5191 24
1346 6773 27
1346 912 11
1346 4301 18
1346 2262 14
1346 9403 21
1346 1533 16
1346 8948 19
1346 289 12
1346 4531 29
1346 8624 15
1347 6555 25
1347 1067 15
1347 4072 23
1347 5303 28
1347 7712 16
1347 9998 12
1347 2289 15
1347 9925 14
1347 9143 13
1347 9274 16
1347 2293 22
1348 2506 19
1348 4153 28
1348 5248 25
1348 121 23
1348 9932 16
1348 8823 15
1348 1265 15
1348 4873 26
1348 465 27
1348 4893 11
1348 485 24
1348 9987 15
1349 6285 26
1349 6267 27
1349 8137 18
1349 724 11
1349 8460 11
1349 6732 12
1349 2388 29
1349 5465 17
1349 2773 14
1349 3968 20
1350 6432 20
1350 7407 21
1350 1052 12
1350 4537 17
1350 4154 26
1351 6468 15
1351 1849 28
1351 90 13
1351 5309 28
1351 8508 27
1351 5236 21
1351 8880 23
1351 8118 24
1351 3806 28
1351 6452 23
1351 4050 14
1351 1136 25
1352 9509 29
1352 8980 20
1352 7877 28
1352 9241 26
1352 4704 16
1352 868 24
1352 2530 29
1352 6323 15
1352 4318 26
1352 3197 28
1352 9183 17
1352 1616 23
1353 8736 23
1353 9030 22
1353 44 20
1353 3539 11
1353 744 13
1353 8333 18
1353 5696 22
1353 9160 20
1353 4385 27
1353 1455 22
1353 4445 13
1353 2640 24
1353 5782 26
1354 2069 29
1354 9360 17
1354 3257 20
1354 3840 22
1354 3966 20
1354 7424 15
1354 5212 21
1355 6395 24
1355 9400 17
1355 4363 21
1355 7869 25
1355 8117 13
1355 2286 16
1355 447 22
1355 9149 25
1356 5608 15
1356 3004 27
1356 9035 14
1356 6768 11
1356 1080 27
1356 2626 22
1356 8973 17
1356 6039 25
1356 6973 19
1356 6537 23
1357 5506 29
1357 2973 18
1357 8942 27
1357 9285 16
1357 4560 12
1357 7831 16
1357 1248 17
1357 6978 15
1357 7947 11
1357 896 25
1358 5647 14
1358 9 12
1358 6626 22
1358 5949 29
1358 1433 12
1358 7587 22
1358 5183 18
1358 8249 20
1359 266 15
1359 8598 16
1359 205 23
1359 5999 13
1359 8803 27
1359 7466 24
1359 7610 24
1359 4763 21
1360 9806 20
1360 6811 21
1360 6700 13
1360 5739 28
1360 2355 13
1360 1703 15
1360 5143 12
1360 292 14
1360 2084 11
1360 2045 25
1360 2814 14
1360 5691 27
1360 8059 23
1360 2829 11
1360 4416 21
1360 1696 16
1360 5164 18
1360 8179 16
1360 499 28
1361 1942 18
1361 5930 23
1361 7021 25
1361 7646 11
1361 7370 16
1361 5593 17
1361 1156 28
1361 6327 24
1361 5908 12
1361 4126 15
1362 6482 16
1362 3995 20
1362 4455 13
1362 8673 20
1362 9244 23
1362 9979 22
1362 8190 23
1362 4726 17
1362 8482 18
1363 2683 29
1363 1568 28
1363 1615 23
1363 4910 12
1363 3007 29
1363 7859 28
1363 3792 19
1363 8882 12
1364 1191 20
1364 7230 21
1364 4598 17
1364 4662 23
1364 2507 13
1364 1320 22
1364 9163 29
1365 1920 21
1365 9954 16
1365 1109 22
1365 3264 18
1365 9777 28
1365 884 28
1365 3747 13
1365 6451 24
1365 2475 13
1365 975 16
1365 4585 23
1366 2975 21
1366 6462 19
1366 1169 15
1366 3318 26
1366 5808 23
1366 7789 14
1366 710 16
1366 198 19
1367 9768 12
1367 2883 23
1367 4860 27
1367 6881 24
1367 6753 13
1367 5120 15
1367 429 15
1367 1697 26
1367 2670 25
1367 6257 27
1367 6535 11
1368 8785 13
1368 7363 16
1368 3387 13
1368 9022 22
1368 6542 20
1368 8411 23
1368 1889 20
1368 7019 25
1368 5725 19
1368 7510 11
1368 8734 15
1369 3137 22
1369 164 24
1369 2097 11
1369 9371 19
1369 8240 21
1369 5806 22
1369 3872 22
1369 133 12
1369 3205 15
1369 4788 24
1369 8958 19
1369 3879 29
1370 4453 29
1370 4818 14
1370 5941 21
1370 5490 26
1370 8283 26
1370 1081 23
1370 5846 11
1371 1912 24
1371 4370 14
1371 5139 14
1371 4511 21
1371 5726 20
1371 4563 18
1371 9796 28
1372 1837 13
1372 7040 22
1372 3569 21
1372 1005 25
1372 7203 25
1372 7683 22
1372 1652 23
1372 8284 19
1372 7578 12
1372 960 20
1372 6405 14
1372 5828 20
1372 7892 28
1373 1791 18
1373 4398 23
1373 8297 25
1373 1393 21
1373 2913 27
1373 6306 18
1373 3821 20
1373 8252 23
1373 8848 23
1373 4916 15
1373 1362 23
1373 9867 26
1374 9101 29
1374 4680 29
1374 2874 22
1374 6271 17
1374 4581 24
1374 5910 23
1375 2825 23
1375 7957 17
1375 5523 13
1375 7118 18
1375 6645 20
1375 2296 27
1376 2120 16
1376 3230 21
1376 1842 14
1376 5601 14
1376 9540 15
1376 2503 14
1376 6291 28
1377 6369 21
1377 5708 17
1377 6045 21
1377 8978 18
1377 1026 22
1377 7528 21
1377 1977 17
1377 3670 27
1377 335 21
1377 8257 26
1377 7403 27
1377 6166 26
1378 7682 14
1378 2819 29
1378 4729 21
1378 1131 26
1378 816 21
1378 1379 27
1378 7841 27
1378 8001 23
1378 7915 26
1378 4436 19
1379 1277 13
1379 802 26
1379 459 20
1379 6127 12
1379 173 24
1379 7991 19
1379 12 24
1379 1369 23
1379 6033 28
1379 2133 23
1379 7956 16
1379 4752 16
1379 1549 13
1379 9183 21
1380 8733 25
1380 5138 23
1380 5461 19
1380 3478 15
1380 7547 19
1380 9278 26
1380 4249 25
1380 8083 24
1380 5478 22
1380 7412 20
1381 271 20
1381 8524 24
1381 4463 12
1381 2507 15
1381 2716 12
1381 2342 14
1381 9830 26
1381 7751 14
1381 5864 29
1381 7701 13
1382 4145 27
1382 9475 25
1382 9325 17
1382 9813 20
1383 5562 16
1383 3241 11
1383 3644 26
1383 8106 17
1383 2551 14
1383 949 23
1383 5494 15
1384 8117 29
1384 3547 17
1384 2895 21
1384 6925 11
1384 9183 26
1384 3726 11
1384 6657 22
1385 4211 28
1385 4259 11
1385 8612 15
1385 6139 22
1385 7083 24
1385 9149 12
1385 3841 21
1385 2156 26
1385 327 15
1386 5785 27
1386 7998 17
1386 8530 19
1386 8467 15
1386 225 19
1386 4318 12
1386 7931 12
1386 5307 20
1386 8113 13
1386 3505 11
1387 5583 12
1387 2076 22
1387 5626 16
1387 5037 11
1387 4640 12
1387 5046 21
1388 8884 25
1388 146 28
1388 9486 11
1388 9586 16
1389 6667 20
1389 8829 15
1389 3822 18
1389 8378 25
1389 5650 22
1389 6860 21
1389 2741 28
1389 1933 18
1389 2399 11
1389 9645 26
1390 892 24
1390 3162 17
1390 602 16
1390 2412 29
1390 5090 26
1390 6876 24
1390 8220 18
1391 5988 26
1391 4800 24
1391 5872 25
1391 1845 14
1391 6980 17
1391 16 22
1391 4780 15
1391 4117 20
1391 2928 25
1391 1254 16
1391 8967 26
1391 9868 21
1391 9301 19
1391 3336 21
1391 8112 18
1391 9425 27
1391 5658 17
1392 7438 18
1392 7363 22
1392 79 12
1392 5167 25
1392 7477 26
1392 3464 16
1392 7632 19
1392 6616 19
1392 6386 11
1393 4934 26
1393 4761 26
1393 9811 12
1393 3512 19
1393 3138 19
1393 1088 24
1393 5908 27
1393 4223 19
1393 5435 13
1394 5469 13
1394 1190 17
1394 4805 27
1394 3210 25
1394 9840 29
1394 9976 26
1394 2401 22
1394 1542 16
1394 1484 11
1394 6847 20
1394 6829 24
